title,genre,console,year,month,total_sales
Assassin's Creed Rogue Remastered,Action-Adventure,PS4,2018,3,0.15
Just Dance 2019,Music,XOne,2018,10,0.15
Starlink: Battle for Atlas,Action-Adventure,PS4,2018,10,0.1
Carnival Games,Party,NS,2018,11,0.27
Sid Meier's Civilization VI,Strategy,NS,2018,11,0.25
Borderlands 2 VR,Shooter,PS4,2018,12,0.09
NASCAR Heat 3,Racing,PS4,2018,9,0.13
The World Ends with You: Final Remix,Role-Playing,NS,2018,10,0.27
No Man's Sky,Action-Adventure,XOne,2018,7,0.23
Attack on Titan 2,Action,NS,2018,3,0.23
MX vs ATV All Out,Racing,PS4,2018,3,0.12
Red Faction: Guerrilla Re-Mars-tered,Shooter,PS4,2018,7,0.09
Kingdom Come: Deliverance,Role-Playing,XOne,2018,2,0.22
Conan Exiles,Action-Adventure,PS4,2018,5,0.21
Train Sim World,Simulation,PS4,2018,7,0.09
Slime Rancher,Simulation,PS4,2018,9,0.1
Fire Pro Wrestling World,Fighting,PS4,2018,8,0.12
A Way Out,Action,XOne,2018,3,0.24
NBA Live 19,Sports,XOne,2018,9,0.15
Hello Neighbor,Action,NS,2018,7,0.24
We Happy Few,Action-Adventure,PS4,2018,8,0.14
Subnautica,Adventure,PS4,2018,12,0.12
Monster Energy Supercross - The Official Videogame,Racing,PS4,2018,2,0.11
The Elder Scrolls Online: Summerset,MMO,PS4,2018,5,0.1
Digimon Story: Cyber Sleuth - Hacker's Memory,Role-Playing,PS4,2018,1,0.16
Bendy and the Ink Machine,Puzzle,NS,2018,11,0.17
Bendy and the Ink Machine,Puzzle,XOne,2018,11,0.16
Mega Man X Legacy Collection 1+2,Platform,PS4,2018,7,0.14
Jurassic World Evolution,Simulation,XOne,2018,7,0.26
Call of Cthulhu,Role-Playing,PS4,2018,10,0.12
Spintires: MudRunner - American Wilds,Racing,PS4,2018,10,0.08
Nickelodeon Kart Racers,Racing,PS4,2018,10,0.09
Strange Brigade,Shooter,PS4,2018,8,0.09
My Hero One's Justice,Fighting,NS,2018,10,0.26
Katamari Damacy Reroll,Action,NS,2018,12,0.17
Divinity: Original Sin II,Role-Playing,PS4,2018,8,0.13
Dark Souls Trilogy,Role-Playing,PS4,2018,10,0.09
The Inpatient,Action,PS4,2018,1,0.13
Déraciné,Adventure,PS4,2018,11,0.1
Hitman 2,Action-Adventure,XOne,2018,11,0.22
LEGO Harry Potter Collection,Action,XOne,2018,10,0.22
Shenmue I & II,Action-Adventure,PS4,2018,8,0.27
Monster Hunter Generations Ultimate,Action,NS,2018,8,0.72
Street Fighter 30th Anniversary Collection,Fighting,PS4,2018,5,0.24
WWE 2K19,Fighting,XOne,2018,10,0.48
EA Sports UFC 3,Sports,XOne,2018,2,0.44
Darksiders III,Action,PS4,2018,11,0.25
Secret of Mana,Role-Playing,PS4,2018,2,0.28
Kingdom Hearts: The Story So Far,Role-Playing,PS4,2018,10,0.2
NBA Live 19,Sports,PS4,2018,9,0.19
State of Decay 2,Action-Adventure,XOne,2018,5,0.46
Bravo Team,Shooter,PS4,2018,3,0.27
Creed: Rise to Glory,Sports,PS4,2018,9,0.19
LEGO DC Super-Villains,Action-Adventure,NS,2018,10,0.44
Sega Genesis Classics,Misc,PS4,2018,5,0.35
Pro Evolution Soccer 2019,Sports,PS4,2018,8,0.5
Starlink: Battle for Atlas,Action-Adventure,NS,2018,10,0.57
Crash Bandicoot N. Sane Trilogy,Platform,XOne,2018,6,0.65
Dissidia Final Fantasy NT,Fighting,PS4,2018,1,0.46
FIFA 19,Sports,NS,2018,9,0.75
Yooka-Laylee,Platform,PS4,2018,1,0.29
My Hero One's Justice,Fighting,PS4,2018,10,0.3
PlayerUnknown's Battlegrounds,Shooter,PS4,2018,12,0.33
Tetris Effect,Puzzle,PS4,2018,11,0.25
Yakuza: Kiwami 2,Action,PS4,2018,8,0.37
Fist of The North Star: Lost Paradise,Action,PS4,2018,10,0.36
Valkyria Chronicles 4,Role-Playing,PS4,2018,9,0.25
Mega Man 11,Platform,NS,2018,10,0.36
Devil May Cry HD Collection,Action,PS4,2018,3,0.21
Mega Man 11,Platform,PS4,2018,10,0.17
The Crew 2,Racing,XOne,2018,6,0.33
Just Dance 2019,Music,PS4,2018,10,0.17
Hyrule Warriors: Definitive Edition,Action,NS,2018,5,0.46
Nintendo Labo: Toy-Con 03 Vehicle Kit,Racing,NS,2018,9,0.41
Go Vacation,Misc,NS,2018,7,0.37
Nintendo Labo: Toy-Con 02 Robot Kit,Action,NS,2018,4,0.36
Overcooked! 2,Simulation,NS,2018,8,0.29
Overcooked! 2,Simulation,PS4,2018,8,0.16
NBA 2K19,Sports,NS,2018,9,0.3
Rocket League,Sports,NS,2018,1,0.4
NHL 19,Sports,XOne,2018,9,0.29
Attack on Titan 2,Action,PS4,2018,3,0.22
Dynasty Warriors 9,Action,PS4,2018,2,0.37
Just Cause 4,Action-Adventure,XOne,2018,12,0.29
Life Is Strange: Before the Storm,Adventure,PS4,2018,3,0.22
SoulCalibur VI,Fighting,XOne,2018,10,0.3
Sword Art Online: Fatal Bullet,Role-Playing,PS4,2018,2,0.29
TT Isle of Man: Ride on the Edge,Racing,PS4,2018,3,0.17
Bendy and the Ink Machine,Puzzle,PS4,2018,11,0.18
Farming Simulator 19,Simulation,XOne,2018,11,0.32
Metal Gear Survive,Action,PS4,2018,2,0.23
LEGO Harry Potter Collection,Action,NS,2018,10,0.33
LEGO The Incredibles,Action,XOne,2018,6,0.32
LEGO DC Super-Villains,Action-Adventure,XOne,2018,10,0.3
Spyro Reignited Trilogy,Platform,XOne,2018,11,0.65
Destiny 2: Forsaken,Shooter,PS4,2018,9,0.36
Burnout Paradise Remastered,Racing,PS4,2018,3,0.37
Hello Neighbor,Action,PS4,2018,7,0.35
Diablo III: Eternal Collection,Action,NS,2018,11,0.67
Vampyr,Role-Playing,PS4,2018,6,0.37
Firewall: Zero Hour,Shooter,PS4,2018,8,0.37
Fortnite,Shooter,NS,2018,11,0.69
LEGO The Incredibles,Action,NS,2018,6,0.63
Just Dance 2019,Music,NS,2018,10,0.76
Shadow of the Tomb Raider,Action-Adventure,XOne,2018,9,0.78
Farming Simulator 19,Simulation,PS4,2018,11,0.47
